sample_index,timestamp_us,slot0_raw,slot1_raw,finger_contact,fifo_ok,fifo_overflow_count
2408,96878374,35620,52930,-1,1,0
2409,96918374,35652,53027,-1,1,0
2410,96958374,35692,53162,-1,1,0
2411,96998374,35703,53222,-1,1,0
2412,97038374,35726,53251,-1,1,0
2413,97078374,35738,53293,-1,1,0
2414,97118374,35765,53366,-1,1,0
2415,97158374,35783,53452,-1,1,0
2416,97198374,35790,53494,-1,1,0
2417,97238374,35811,53565,-1,1,0
2418,97278374,35804,53565,-1,1,0
2419,97318374,35789,53557,-1,1,0
2420,97358374,35785,53553,-1,1,0
2421,97398374,35792,53584,-1,1,0
2422,97438374,35764,53415,-1,1,0
2423,97478374,35698,53214,-1,1,0
2424,97518374,35699,53227,-1,1,0
2425,97558374,35720,53318,-1,1,0
2426,97598374,35759,53410,-1,1,0
2427,97638374,35779,53492,-1,1,0
2428,97678374,35791,53514,-1,1,0
2429,97718374,35780,53502,-1,1,0
2430,97758374,35777,53499,-1,1,0
2431,97798374,35780,53531,-1,1,0
2432,97838374,35803,53562,-1,1,0
2433,97878374,35814,53597,-1,1,0
2434,97918374,35826,53622,-1,1,0
2435,97958374,35821,53647,-1,1,0
2436,97998374,35821,53676,-1,1,0
2437,98038374,35800,53626,-1,1,0
2438,98078374,35725,53381,-1,1,0
2439,98118374,35686,53209,-1,1,0
2440,98158374,35686,53246,-1,1,0
2441,98198374,35705,53305,-1,1,0
2442,98238374,35725,53363,-1,1,0
2443,98278374,35739,53415,-1,1,0
2444,98318374,35736,53409,-1,1,0
2445,98358374,35727,53394,-1,1,0
2446,98398374,35723,53407,-1,1,0
2447,98438374,35728,53427,-1,1,0
2448,98478374,35741,53450,-1,1,0
2449,98518374,35727,53447,-1,1,0
2450,98558374,35724,53459,-1,1,0
2451,98598374,35735,53471,-1,1,0
2452,98638374,35748,53519,-1,1,0
2453,98678374,35706,53364,-1,1,0
2454,98718374,35613,53038,-1,1,0
2455,98758374,35557,52876,-1,1,0
2456,98798374,35574,52910,-1,1,0
2457,98838374,35581,52931,-1,1,0
2458,98878374,35591,52970,-1,1,0
2459,98918374,35590,53013,-1,1,0
2460,98958374,35573,52965,-1,1,0
2461,98998374,35566,52919,-1,1,0
2462,99038374,35567,52950,-1,1,0
2463,99078374,35592,53027,-1,1,0
2464,99118374,35617,53105,-1,1,0
2465,99158374,35641,53171,-1,1,0
2466,99198374,35653,53219,-1,1,0
2467,99238374,35657,53244,-1,1,0
2468,99278374,35649,53214,-1,1,0
2469,99318374,35576,52972,-1,1,0
2470,99358374,35484,52655,-1,1,0
2471,99398374,35448,52558,-1,1,0
2472,99438374,35452,52569,-1,1,0
2473,99478374,35471,52622,-1,1,0
2474,99518374,35486,52678,-1,1,0
2475,99558374,35499,52735,-1,1,0
2476,99598374,35515,52738,-1,1,0
2477,99638374,35507,52762,-1,1,0
2478,99678374,35521,52809,-1,1,0
2479,99718374,35543,52901,-1,1,0
2480,99758374,35569,52975,-1,1,0
2481,99798374,35581,53028,-1,1,0
2482,99838374,35577,53049,-1,1,0
2483,99878374,35593,53085,-1,1,0
2484,99918374,35608,53117,-1,1,0
2485,99958374,35556,52951,-1,1,0
2486,99998374,35474,52650,-1,1,0
2487,100038374,35444,52571,-1,1,0
2488,100078374,35465,52591,-1,1,0
2489,100118374,35462,52604,-1,1,0
2490,100158374,35490,52688,-1,1,0
2491,100198374,35532,52796,-1,1,0
2492,100238374,35551,52839,-1,1,0
2493,100278374,35568,52927,-1,1,0
2494,100318374,35607,53053,-1,1,0
2495,100358374,35636,53156,-1,1,0
2496,100398374,35663,53252,-1,1,0
2497,100438374,35682,53308,-1,1,0
2498,100478374,35694,53349,-1,1,0
2499,100518374,35713,53386,-1,1,0
2500,100558374,35721,53451,-1,1,0
2501,100598374,35740,53478,-1,1,0
2502,100638374,35698,53315,-1,1,0
2503,100678374,35622,53046,-1,1,0
2504,100718374,35615,53012,-1,1,0
2505,100758374,35627,53079,-1,1,0
2506,100798374,35664,53160,-1,1,0
2507,100838374,35705,53281,-1,1,0
2508,100878374,35725,53353,-1,1,0
2509,100918374,35729,53370,-1,1,0
2510,100958374,35749,53428,-1,1,0
2511,100998374,35771,53491,-1,1,0
2512,101038374,35786,53545,-1,1,0
2513,101078374,35807,53621,-1,1,0
2514,101118374,35820,53679,-1,1,0
2515,101158374,35836,53699,-1,1,0
2516,101198374,35851,53730,-1,1,0
2517,101238374,35853,53771,-1,1,0
2518,101278374,35864,53810,-1,1,0
2519,101318374,35848,53719,-1,1,0
2520,101358374,35785,53469,-1,1,0
2521,101398374,35765,53379,-1,1,0
2522,101438374,35786,53427,-1,1,0
2523,101478374,35775,53475,-1,1,0
2524,101518374,35819,53573,-1,1,0
2525,101558374,35852,53687,-1,1,0
2526,101598374,35893,53743,-1,1,0
2527,101638374,35877,53712,-1,1,0
2528,101678374,35858,53681,-1,1,0
2529,101718374,35855,53700,-1,1,0
2530,101758374,35872,53755,-1,1,0
2531,101798374,35895,53820,-1,1,0
2532,101838374,35923,53883,-1,1,0
2533,101878374,35920,53912,-1,1,0
2534,101918374,35904,53914,-1,1,0
2535,101958374,35899,53875,-1,1,0
2536,101998374,35840,53695,-1,1,0
2537,102038374,35758,53393,-1,1,0
2538,102078374,35727,53287,-1,1,0
2539,102118374,35746,53362,-1,1,0
2540,102158374,35764,53430,-1,1,0
2541,102198374,35789,53503,-1,1,0
2542,102238374,35786,53519,-1,1,0
2543,102278374,35780,53488,-1,1,0
2544,102318374,35772,53503,-1,1,0
2545,102358374,35771,53527,-1,1,0
2546,102398374,35787,53575,-1,1,0
2547,102438374,35795,53598,-1,1,0
2548,102478374,35802,53606,-1,1,0
2549,102518374,35797,53628,-1,1,0
2550,102558374,35793,53629,-1,1,0
2551,102598374,35798,53663,-1,1,0
2552,102638374,35800,53683,-1,1,0
2553,102678374,35760,53475,-1,1,0
2554,102718374,35658,53143,-1,1,0
2555,102758374,35622,53016,-1,1,0
2556,102798374,35602,52993,-1,1,0
2557,102838374,35599,52981,-1,1,0
2558,102878374,35604,53039,-1,1,0
2559,102918374,35631,53092,-1,1,0
2560,102958374,35610,53063,-1,1,0
2561,102998374,35597,53016,-1,1,0
2562,103038374,35577,52985,-1,1,0
2563,103078374,35563,52991,-1,1,0
2564,103118374,35575,53014,-1,1,0
2565,103158374,35578,53052,-1,1,0
2566,103198374,35591,53067,-1,1,0
2567,103238374,35578,53052,-1,1,0
2568,103278374,35572,53052,-1,1,0
2569,103318374,35588,53102,-1,1,0
2570,103358374,35571,53056,-1,1,0
2571,103398374,35462,52696,-1,1,0
2572,103438374,35365,52399,-1,1,0
2573,103478374,35342,52323,-1,1,0
2574,103518374,35329,52274,-1,1,0
2575,103558374,35310,52217,-1,1,0
2576,103598374,35299,52193,-1,1,0
2577,103638374,35281,52160,-1,1,0
2578,103678374,35271,52115,-1,1,0
2579,103718374,35264,52092,-1,1,0
2580,103758374,35273,52117,-1,1,0
2581,103798374,35283,52164,-1,1,0
2582,103838374,35298,52264,-1,1,0
2583,103878374,35353,52385,-1,1,0
2584,103918374,35392,52511,-1,1,0
2585,103958374,35401,52571,-1,1,0
2586,103998374,35410,52629,-1,1,0
2587,104038374,35429,52714,-1,1,0
2588,104078374,35468,52787,-1,1,0
2589,104118374,35417,52623,-1,1,0
2590,104158374,35300,52270,-1,1,0
2591,104198374,35280,52211,-1,1,0
2592,104238374,35317,52296,-1,1,0
2593,104278374,35340,52385,-1,1,0
2594,104318374,35392,52513,-1,1,0
2595,104358374,35428,52649,-1,1,0
2596,104398374,35449,52686,-1,1,0
2597,104438374,35446,52688,-1,1,0
2598,104478374,35447,52721,-1,1,0
2599,104518374,35478,52812,-1,1,0
2600,104558374,35514,52938,-1,1,0
2601,104598374,35544,53004,-1,1,0
2602,104638374,35541,53051,-1,1,0
2603,104678374,35567,53091,-1,1,0
2604,104718374,35583,53143,-1,1,0
2605,104758374,35606,53214,-1,1,0
2606,104798374,35634,53305,-1,1,0
2607,104838374,35648,53323,-1,1,0
2608,104878374,35587,53083,-1,1,0
2609,104918374,35498,52800,-1,1,0
2610,104958374,35488,52784,-1,1,0
2611,104998374,35531,52919,-1,1,0
2612,105038374,35571,53041,-1,1,0
2613,105078374,35616,53165,-1,1,0
2614,105118374,35631,53239,-1,1,0
2615,105158374,35646,53249,-1,1,0
2616,105198374,35652,53268,-1,1,0
2617,105238374,35662,53334,-1,1,0
2618,105278374,35698,53417,-1,1,0
2619,105318374,35703,53485,-1,1,0
2620,105358374,35721,53546,-1,1,0
2621,105398374,35735,53613,-1,1,0
2622,105438374,35763,53681,-1,1,0
2623,105478374,35790,53759,-1,1,0
2624,105518374,35814,53828,-1,1,0
2625,105558374,35811,53763,-1,1,0
2626,105598374,35730,53500,-1,1,0
2627,105638374,35718,53414,-1,1,0
2628,105678374,35744,53488,-1,1,0
2629,105718374,35781,53607,-1,1,0
2630,105758374,35812,53728,-1,1,0
2631,105798374,35858,53839,-1,1,0
2632,105838374,35857,53854,-1,1,0
2633,105878374,35868,53858,-1,1,0
2634,105918374,35876,53894,-1,1,0
2635,105958374,35899,53941,-1,1,0
2636,105998374,35896,53985,-1,1,0
2637,106038374,35902,54015,-1,1,0
2638,106078374,35902,54033,-1,1,0
2639,106118374,35916,54058,-1,1,0
2640,106158374,35926,54114,-1,1,0
2641,106198374,35929,54088,-1,1,0
2642,106238374,35843,53802,-1,1,0
2643,106278374,35793,53598,-1,1,0
2644,106318374,35797,53606,-1,1,0
2645,106358374,35803,53676,-1,1,0
2646,106398374,35817,53734,-1,1,0
2647,106438374,35828,53789,-1,1,0
2648,106478374,35828,53788,-1,1,0
2649,106518374,35816,53739,-1,1,0
2650,106558374,35804,53712,-1,1,0
2651,106598374,35809,53754,-1,1,0
2652,106638374,35817,53783,-1,1,0
2653,106678374,35811,53790,-1,1,0
2654,106718374,35807,53794,-1,1,0
2655,106758374,35795,53778,-1,1,0
2656,106798374,35795,53800,-1,1,0
2657,106838374,35782,53702,-1,1,0
2658,106878374,35676,53333,-1,1,0
2659,106918374,35593,53045,-1,1,0
2660,106958374,35574,52990,-1,1,0
2661,106998374,35579,53034,-1,1,0
2662,107038374,35589,53074,-1,1,0
2663,107078374,35607,53132,-1,1,0
2664,107118374,35612,53145,-1,1,0
2665,107158374,35604,53112,-1,1,0
2666,107198374,35583,53098,-1,1,0
2667,107238374,35600,53125,-1,1,0
2668,107278374,35601,53159,-1,1,0
2669,107318374,35603,53189,-1,1,0
2670,107358374,35614,53223,-1,1,0
2671,107398374,35607,53230,-1,1,0
2672,107438374,35616,53261,-1,1,0
2673,107478374,35586,53153,-1,1,0
2674,107518374,35471,52774,-1,1,0
2675,107558374,35391,52502,-1,1,0
2676,107598374,35366,52455,-1,1,0
2677,107638374,35368,52453,-1,1,0
2678,107678374,35393,52499,-1,1,0
2679,107718374,35420,52613,-1,1,0
2680,107758374,35437,52640,-1,1,0
2681,107798374,35419,52592,-1,1,0
2682,107838374,35424,52595,-1,1,0
2683,107878374,35422,52651,-1,1,0
2684,107918374,35437,52690,-1,1,0
2685,107958374,35438,52684,-1,1,0
2686,107998374,35432,52706,-1,1,0
2687,108038374,35443,52742,-1,1,0
2688,108078374,35452,52790,-1,1,0
2689,108118374,35459,52810,-1,1,0
2690,108158374,35397,52610,-1,1,0
2691,108198374,35292,52255,-1,1,0
2692,108238374,35255,52120,-1,1,0
2693,108278374,35250,52110,-1,1,0
2694,108318374,35252,52141,-1,1,0
2695,108358374,35287,52206,-1,1,0
2696,108398374,35303,52308,-1,1,0
2697,108438374,35316,52335,-1,1,0
2698,108478374,35322,52327,-1,1,0
2699,108518374,35340,52370,-1,1,0
2700,108558374,35365,52441,-1,1,0
2701,108598374,35382,52522,-1,1,0
2702,108638374,35397,52585,-1,1,0
2703,108678374,35419,52633,-1,1,0
2704,108718374,35430,52705,-1,1,0
2705,108758374,35451,52772,-1,1,0
2706,108798374,35475,52859,-1,1,0
2707,108838374,35460,52817,-1,1,0
2708,108878374,35374,52491,-1,1,0
2709,108918374,35307,52249,-1,1,0
2710,108958374,35301,52235,-1,1,0
2711,108998374,35326,52298,-1,1,0
2712,109038374,35361,52415,-1,1,0
2713,109078374,35392,52524,-1,1,0
2714,109118374,35403,52567,-1,1,0
2715,109158374,35416,52586,-1,1,0
2716,109198374,35434,52645,-1,1,0
2717,109238374,35452,52735,-1,1,0
2718,109278374,35489,52841,-1,1,0
2719,109318374,35521,52962,-1,1,0
2720,109358374,35553,53035,-1,1,0
2721,109398374,35570,53083,-1,1,0
2722,109438374,35577,53129,-1,1,0
2723,109478374,35569,53152,-1,1,0
2724,109518374,35575,53150,-1,1,0
2725,109558374,35545,53110,-1,1,0
2726,109598374,35470,52793,-1,1,0
2727,109638374,35395,52533,-1,1,0
2728,109678374,35402,52558,-1,1,0
2729,109718374,35428,52637,-1,1,0
2730,109758374,35454,52731,-1,1,0
2731,109798374,35481,52816,-1,1,0
2732,109838374,35494,52853,-1,1,0
2733,109878374,35495,52857,-1,1,0
2734,109918374,35500,52889,-1,1,0
2735,109958374,35519,52958,-1,1,0
2736,109998374,35564,53072,-1,1,0
2737,110038374,35589,53167,-1,1,0
2738,110078374,35620,53247,-1,1,0
2739,110118374,35640,53307,-1,1,0
2740,110158374,35647,53341,-1,1,0
2741,110198374,35657,53390,-1,1,0
2742,110238374,35679,53450,-1,1,0
2743,110278374,35633,53275,-1,1,0
2744,110318374,35541,52957,-1,1,0
2745,110358374,35506,52855,-1,1,0
2746,110398374,35519,52912,-1,1,0
2747,110438374,35552,53014,-1,1,0
2748,110478374,35586,53125,-1,1,0
2749,110518374,35610,53180,-1,1,0
2750,110558374,35604,53161,-1,1,0
2751,110598374,35582,53143,-1,1,0
2752,110638374,35607,53181,-1,1,0
2753,110678374,35617,53240,-1,1,0
2754,110718374,35635,53279,-1,1,0
2755,110758374,35630,53315,-1,1,0
2756,110798374,35633,53338,-1,1,0
2757,110838374,35638,53375,-1,1,0
2758,110878374,35648,53398,-1,1,0
2759,110918374,35632,53353,-1,1,0
2760,110958374,35548,53051,-1,1,0
2761,110998374,35464,52766,-1,1,0
2762,111038374,35448,52730,-1,1,0
2763,111078374,35468,52804,-1,1,0
2764,111118374,35490,52889,-1,1,0
2765,111158374,35520,52989,-1,1,0
2766,111198374,35526,53029,-1,1,0
2767,111238374,35529,53020,-1,1,0
2768,111278374,35530,53011,-1,1,0
2769,111318374,35530,53049,-1,1,0
2770,111358374,35542,53116,-1,1,0
2771,111398374,35561,53156,-1,1,0
2772,111438374,35565,53202,-1,1,0
2773,111478374,35572,53235,-1,1,0
2774,111518374,35568,53234,-1,1,0
2775,111558374,35581,53267,-1,1,0
2776,111598374,35560,53140,-1,1,0
2777,111638374,35444,52753,-1,1,0
2778,111678374,35393,52577,-1,1,0
2779,111718374,35390,52592,-1,1,0
2780,111758374,35396,52643,-1,1,0
2781,111798374,35409,52692,-1,1,0
2782,111838374,35427,52747,-1,1,0
2783,111878374,35415,52737,-1,1,0
2784,111918374,35420,52713,-1,1,0
2785,111958374,35409,52696,-1,1,0
2786,111998374,35424,52755,-1,1,0
2787,112038374,35445,52847,-1,1,0
2788,112078374,35461,52899,-1,1,0
2789,112118374,35469,52935,-1,1,0
2790,112158374,35462,52928,-1,1,0
2791,112198374,35450,52905,-1,1,0
2792,112238374,35429,52865,-1,1,0
2793,112278374,35393,52715,-1,1,0
2794,112318374,35267,52329,-1,1,0
2795,112358374,35195,52092,-1,1,0
2796,112398374,35182,52046,-1,1,0
2797,112438374,35193,52048,-1,1,0
2798,112478374,35196,52083,-1,1,0
2799,112518374,35218,52164,-1,1,0
2800,112558374,35225,52164,-1,1,0
2801,112598374,35200,52123,-1,1,0
2802,112638374,35193,52108,-1,1,0
2803,112678374,35197,52142,-1,1,0
2804,112718374,35218,52215,-1,1,0
2805,112758374,35229,52286,-1,1,0
2806,112798374,35248,52322,-1,1,0
2807,112838374,35272,52388,-1,1,0
2808,112878374,35279,52438,-1,1,0
2809,112918374,35311,52524,-1,1,0
2810,112958374,35329,52582,-1,1,0
2811,112998374,35274,52382,-1,1,0
2812,113038374,35173,52057,-1,1,0
2813,113078374,35152,51994,-1,1,0
2814,113118374,35167,52024,-1,1,0
2815,113158374,35174,52051,-1,1,0
2816,113198374,35190,52119,-1,1,0
2817,113238374,35212,52181,-1,1,0
2818,113278374,35204,52189,-1,1,0
2819,113318374,35214,52224,-1,1,0
2820,113358374,35238,52286,-1,1,0
2821,113398374,35278,52407,-1,1,0
2822,113438374,35329,52533,-1,1,0
2823,113478374,35352,52624,-1,1,0
2824,113518374,35352,52618,-1,1,0
2825,113558374,35333,52616,-1,1,0
2826,113598374,35312,52581,-1,1,0
2827,113638374,35330,52617,-1,1,0
2828,113678374,35322,52609,-1,1,0
2829,113718374,35240,52326,-1,1,0
2830,113758374,35159,52032,-1,1,0
2831,113798374,35124,51953,-1,1,0
2832,113838374,35140,51976,-1,1,0
2833,113878374,35152,52011,-1,1,0
2834,113918374,35178,52107,-1,1,0
2835,113958374,35194,52161,-1,1,0
2836,113998374,35204,52166,-1,1,0
2837,114038374,35202,52187,-1,1,0
2838,114078374,35208,52235,-1,1,0
2839,114118374,35215,52295,-1,1,0
2840,114158374,35241,52344,-1,1,0
2841,114198374,35235,52394,-1,1,0
2842,114238374,35257,52423,-1,1,0
2843,114278374,35266,52468,-1,1,0
2844,114318374,35303,52573,-1,1,0
2845,114358374,35356,52701,-1,1,0
2846,114398374,35362,52744,-1,1,0
2847,114438374,35279,52448,-1,1,0
2848,114478374,35193,52190,-1,1,0
2849,114518374,35210,52201,-1,1,0
2850,114558374,35255,52334,-1,1,0
2851,114598374,35303,52448,-1,1,0
2852,114638374,35332,52579,-1,1,0
2853,114678374,35351,52624,-1,1,0
2854,114718374,35370,52650,-1,1,0
2855,114758374,35383,52722,-1,1,0
2856,114798374,35410,52806,-1,1,0
2857,114838374,35437,52921,-1,1,0
2858,114878374,35468,53009,-1,1,0
2859,114918374,35486,53074,-1,1,0
2860,114958374,35526,53159,-1,1,0
2861,114998374,35537,53218,-1,1,0
2862,115038374,35560,53280,-1,1,0
2863,115078374,35579,53357,-1,1,0
2864,115118374,35566,53311,-1,1,0
2865,115158374,35492,53007,-1,1,0
2866,115198374,35435,52813,-1,1,0
2867,115238374,35457,52870,-1,1,0
2868,115278374,35502,53002,-1,1,0
2869,115318374,35543,53140,-1,1,0
2870,115358374,35578,53256,-1,1,0
2871,115398374,35603,53298,-1,1,0
2872,115438374,35606,53321,-1,1,0
2873,115478374,35623,53370,-1,1,0
2874,115518374,35637,53446,-1,1,0
2875,115558374,35648,53508,-1,1,0
2876,115598374,35665,53545,-1,1,0
2877,115638374,35666,53576,-1,1,0
2878,115678374,35670,53615,-1,1,0
2879,115718374,35709,53704,-1,1,0
2880,115758374,35745,53780,-1,1,0
2881,115798374,35739,53733,-1,1,0
2882,115838374,35646,53403,-1,1,0
2883,115878374,35585,53172,-1,1,0
2884,115918374,35587,53211,-1,1,0
2885,115958374,35608,53302,-1,1,0
2886,115998374,35636,53391,-1,1,0
2887,116038374,35655,53451,-1,1,0
2888,116078374,35647,53442,-1,1,0
2889,116118374,35640,53399,-1,1,0
2890,116158374,35624,53387,-1,1,0
2891,116198374,35634,53413,-1,1,0
2892,116238374,35655,53463,-1,1,0
2893,116278374,35662,53495,-1,1,0
2894,116318374,35670,53520,-1,1,0
2895,116358374,35669,53524,-1,1,0
2896,116398374,35667,53542,-1,1,0
2897,116438374,35635,53442,-1,1,0
2898,116478374,35524,53078,-1,1,0
2899,116518374,35429,52801,-1,1,0
2900,116558374,35438,52793,-1,1,0
2901,116598374,35450,52865,-1,1,0
2902,116638374,35481,52935,-1,1,0
2903,116678374,35492,53002,-1,1,0
2904,116718374,35498,53000,-1,1,0
2905,116758374,35469,52948,-1,1,0
2906,116798374,35473,52948,-1,1,0
2907,116838374,35485,52984,-1,1,0
2908,116878374,35491,53037,-1,1,0
2909,116918374,35492,53049,-1,1,0
2910,116958374,35492,53054,-1,1,0
2911,116998374,35497,53069,-1,1,0
2912,117038374,35492,53055,-1,1,0
2913,117078374,35436,52884,-1,1,0
2914,117118374,35302,52435,-1,1,0
2915,117158374,35229,52222,-1,1,0
2916,117198374,35222,52207,-1,1,0
2917,117238374,35246,52251,-1,1,0
2918,117278374,35254,52290,-1,1,0
2919,117318374,35267,52331,-1,1,0
2920,117358374,35250,52293,-1,1,0
2921,117398374,35228,52240,-1,1,0
2922,117438374,35220,52223,-1,1,0
2923,117478374,35233,52249,-1,1,0
2924,117518374,35253,52329,-1,1,0
2925,117558374,35280,52430,-1,1,0
2926,117598374,35301,52488,-1,1,0
2927,117638374,35303,52500,-1,1,0
2928,117678374,35306,52527,-1,1,0
2929,117718374,35272,52403,-1,1,0
2930,117758374,35161,52070,-1,1,0
2931,117798374,35117,51879,-1,1,0
2932,117838374,35105,51861,-1,1,0
2933,117878374,35119,51894,-1,1,0
2934,117918374,35141,51954,-1,1,0
2935,117958374,35160,52034,-1,1,0
2936,117998374,35180,52062,-1,1,0
2937,118038374,35181,52057,-1,1,0
2938,118078374,35190,52087,-1,1,0
2939,118118374,35194,52129,-1,1,0
2940,118158374,35202,52173,-1,1,0
2941,118198374,35219,52211,-1,1,0
2942,118238374,35210,52229,-1,1,0
2943,118278374,35206,52226,-1,1,0
2944,118318374,35228,52270,-1,1,0
2945,118358374,35234,52272,-1,1,0
2946,118398374,35159,52024,-1,1,0
2947,118438374,35105,51843,-1,1,0
2948,118478374,35110,51827,-1,1,0
2949,118518374,35110,51847,-1,1,0
2950,118558374,35120,51871,-1,1,0
2951,118598374,35140,51937,-1,1,0
2952,118638374,35157,51977,-1,1,0
2953,118678374,35161,51983,-1,1,0
2954,118718374,35161,52013,-1,1,0
2955,118758374,35176,52083,-1,1,0
2956,118798374,35189,52162,-1,1,0
2957,118838374,35207,52225,-1,1,0
2958,118878374,35216,52274,-1,1,0
2959,118918374,35225,52296,-1,1,0
2960,118958374,35240,52354,-1,1,0
2961,118998374,35270,52455,-1,1,0
2962,119038374,35262,52415,-1,1,0
2963,119078374,35160,52080,-1,1,0
2964,119118374,35109,51894,-1,1,0
2965,119158374,35116,51922,-1,1,0
2966,119198374,35127,51954,-1,1,0
2967,119238374,35146,51997,-1,1,0
2968,119278374,35184,52113,-1,1,0
2969,119318374,35202,52158,-1,1,0
2970,119358374,35199,52169,-1,1,0
2971,119398374,35217,52238,-1,1,0
2972,119438374,35237,52321,-1,1,0
2973,119478374,35284,52415,-1,1,0
2974,119518374,35318,52524,-1,1,0
2975,119558374,35343,52616,-1,1,0
2976,119598374,35360,52693,-1,1,0
2977,119638374,35391,52779,-1,1,0
2978,119678374,35416,52887,-1,1,0
2979,119718374,35430,52908,-1,1,0
2980,119758374,35345,52603,-1,1,0
2981,119798374,35265,52319,-1,1,0
2982,119838374,35264,52328,-1,1,0
2983,119878374,35308,52419,-1,1,0
2984,119918374,35325,52509,-1,1,0
2985,119958374,35377,52653,-1,1,0
2986,119998374,35398,52733,-1,1,0
2987,120038374,35397,52736,-1,1,0
2988,120078374,35422,52776,-1,1,0
2989,120118374,35438,52820,-1,1,0
2990,120158374,35460,52917,-1,1,0
2991,120198374,35475,52989,-1,1,0
2992,120238374,35493,53055,-1,1,0
2993,120278374,35509,53120,-1,1,0
2994,120318374,35528,53173,-1,1,0
2995,120358374,35552,53233,-1,1,0
2996,120398374,35540,53194,-1,1,0
2997,120438374,35440,52844,-1,1,0
2998,120478374,35355,52553,-1,1,0
2999,120518374,35343,52555,-1,1,0
3000,120558374,35353,52595,-1,1,0
3001,120598374,35387,52670,-1,1,0
3002,120638374,35418,52784,-1,1,0
3003,120678374,35423,52828,-1,1,0
3004,120718374,35428,52804,-1,1,0
3005,120758374,35427,52817,-1,1,0
3006,120798374,35449,52910,-1,1,0
3007,120838374,35479,52991,-1,1,0
3008,120878374,35494,53035,-1,1,0
3009,120918374,35513,53098,-1,1,0
3010,120958374,35518,53131,-1,1,0
3011,120998374,35537,53201,-1,1,0
3012,121038374,35538,53208,-1,1,0
3013,121078374,35462,52955,-1,1,0
3014,121118374,35340,52570,-1,1,0
3015,121158374,35309,52479,-1,1,0
3016,121198374,35320,52523,-1,1,0
3017,121238374,35346,52585,-1,1,0
3018,121278374,35367,52658,-1,1,0
3019,121318374,35366,52685,-1,1,0
3020,121358374,35342,52636,-1,1,0
3021,121398374,35358,52615,-1,1,0
3022,121438374,35352,52646,-1,1,0
3023,121478374,35376,52712,-1,1,0
3024,121518374,35384,52746,-1,1,0
3025,121558374,35388,52765,-1,1,0
3026,121598374,35375,52759,-1,1,0
3027,121638374,35383,52774,-1,1,0
3028,121678374,35377,52767,-1,1,0
3029,121718374,35299,52518,-1,1,0
3030,121758374,35204,52185,-1,1,0
3031,121798374,35160,52072,-1,1,0
3032,121838374,35170,52085,-1,1,0
3033,121878374,35171,52089,-1,1,0
3034,121918374,35191,52152,-1,1,0
3035,121958374,35216,52210,-1,1,0
3036,121998374,35215,52197,-1,1,0
3037,122038374,35208,52198,-1,1,0
3038,122078374,35213,52220,-1,1,0
3039,122118374,35236,52291,-1,1,0
3040,122158374,35243,52341,-1,1,0
3041,122198374,35260,52394,-1,1,0
3042,122238374,35280,52444,-1,1,0
3043,122278374,35276,52476,-1,1,0
3044,122318374,35282,52508,-1,1,0
3045,122358374,35266,52442,-1,1,0
3046,122398374,35166,52073,-1,1,0
3047,122438374,35092,51867,-1,1,0
3048,122478374,35078,51811,-1,1,0
3049,122518374,35079,51805,-1,1,0
3050,122558374,35079,51833,-1,1,0
3051,122598374,35097,51912,-1,1,0
3052,122638374,35109,51952,-1,1,0
3053,122678374,35123,51950,-1,1,0
3054,122718374,35113,51955,-1,1,0
3055,122758374,35111,51973,-1,1,0
3056,122798374,35118,51995,-1,1,0
3057,122838374,35112,51995,-1,1,0
3058,122878374,35112,51997,-1,1,0
3059,122918374,35105,52007,-1,1,0
3060,122958374,35111,52030,-1,1,0
3061,122998374,35116,52055,-1,1,0
3062,123038374,35098,52008,-1,1,0
3063,123078374,35020,51718,-1,1,0
3064,123118374,34938,51453,-1,1,0
3065,123158374,34916,51352,-1,1,0
3066,123198374,34919,51322,-1,1,0
3067,123238374,34915,51322,-1,1,0
3068,123278374,34927,51389,-1,1,0
3069,123318374,34933,51405,-1,1,0
3070,123358374,34909,51382,-1,1,0
3071,123398374,34912,51375,-1,1,0
3072,123438374,34913,51404,-1,1,0
3073,123478374,34929,51442,-1,1,0
3074,123518374,34930,51480,-1,1,0
3075,123558374,34948,51517,-1,1,0
3076,123598374,34966,51564,-1,1,0
3077,123638374,34974,51608,-1,1,0
3078,123678374,34978,51658,-1,1,0
3079,123718374,34999,51707,-1,1,0
3080,123758374,34970,51607,-1,1,0
3081,123798374,34862,51279,-1,1,0
3082,123838374,34788,51052,-1,1,0
3083,123878374,34773,50994,-1,1,0
3084,123918374,34791,51037,-1,1,0
3085,123958374,34808,51127,-1,1,0
3086,123998374,34842,51236,-1,1,0
3087,124038374,34849,51257,-1,1,0
3088,124078374,34848,51273,-1,1,0
3089,124118374,34852,51320,-1,1,0
3090,124158374,34861,51365,-1,1,0
3091,124198374,34890,51461,-1,1,0
3092,124238374,34924,51578,-1,1,0
3093,124278374,34961,51676,-1,1,0
3094,124318374,34970,51715,-1,1,0
3095,124358374,34976,51760,-1,1,0
3096,124398374,35009,51842,-1,1,0
3097,124438374,35037,51913,-1,1,0
3098,124478374,34992,51792,-1,1,0
3099,124518374,34894,51428,-1,1,0
3100,124558374,34857,51306,-1,1,0
3101,124598374,34883,51362,-1,1,0
3102,124638374,34909,51439,-1,1,0
3103,124678374,34934,51523,-1,1,0
3104,124718374,34965,51633,-1,1,0
