sample_index,timestamp_us,ecg_raw,leads_off,adc_ok
34898,70320968,4095,0,0
34899,70322969,3803,0,1
34900,70324968,2971,0,1
34901,70326968,2426,0,1
34902,70328968,2005,0,1
34903,70330968,1753,0,1
34904,70332968,1676,0,1
34905,70334968,1715,1,1
34906,70336968,2212,1,1
34907,70338968,3385,1,1
34908,70340968,3943,0,1
34909,70342968,2834,0,1
34910,70344968,2106,0,1
34911,70346968,1764,0,1
34912,70348968,1624,0,1
34913,70350968,1618,0,1
34914,70352968,1721,0,1
34915,70354968,1850,1,1
34916,70356968,2313,1,1
34917,70358968,3269,1,1
34918,70360968,3044,0,1
34919,70362969,1241,0,1
34920,70364968,427,0,1
34921,70366968,423,0,1
34922,70368968,812,0,1
34923,70370968,1316,0,1
34924,70372968,1805,0,1
34925,70374968,2143,1,1
34926,70376968,2515,1,1
34927,70378968,3017,1,1
34928,70380968,2382,0,1
34929,70382968,923,0,1
34930,70384968,368,0,1
34931,70386968,525,0,1
34932,70388968,979,0,1
34933,70390968,1495,0,1
34934,70392968,1947,0,1
34935,70394968,2223,1,1
34936,70396968,2376,1,1
34937,70398968,2437,1,1
34938,70400968,2123,0,1
34939,70402969,1375,0,1
34940,70404968,1101,0,1
34941,70406968,1305,0,1
34942,70408968,1591,0,1
34943,70410968,1883,0,1
34944,70412968,2151,0,1
34945,70414968,2254,1,1
34946,70416968,265,1,1
34947,70418968,0,1,0
34948,70420968,0,0,0
34949,70422968,0,0,0
34950,70424968,3,0,1
34951,70426968,0,0,0
34952,70428968,0,0,0
34953,70430968,0,0,0
34954,70432968,0,0,0
34955,70434968,0,1,0
34956,70436968,0,1,0
34957,70438968,0,1,0
34958,70440968,2,0,1
34959,70442969,8,0,1
34960,70444968,3,0,1
34961,70446968,0,0,0
34962,70448968,0,0,0
34963,70450968,2,0,1
34964,70452968,1,0,1
34965,70454968,1,1,1
34966,70456968,0,1,0
34967,70458968,3,1,1
34968,70460968,1,0,1
34969,70462968,0,0,0
34970,70464968,3,0,1
34971,70466968,0,0,0
34972,70468968,2,0,1
34973,70470968,0,0,0
34974,70472968,4,0,1
34975,70474968,1,1,1
34976,70476968,0,1,0
34977,70478968,0,1,0
34978,70480968,0,0,0
34979,70482969,4,0,1
34980,70484968,0,0,0
34981,70486968,0,0,0
34982,70488968,0,0,0
34983,70490968,4,0,1
34984,70492968,0,0,0
34985,70494968,5,1,1
34986,70496968,0,1,0
34987,70498968,2,1,1
34988,70500968,0,0,0
34989,70502968,0,0,0
34990,70504968,0,0,0
34991,70506968,0,0,0
34992,70508968,0,0,0
34993,70510968,2,0,1
34994,70512968,4,0,1
34995,70514968,0,1,0
34996,70516968,1,1,1
34997,70518968,5,1,1
34998,70520968,0,0,0
34999,70522968,3,0,1
35000,70524968,0,0,0
35001,70526968,0,0,0
35002,70528968,0,0,0
35003,70530968,0,0,0
35004,70532968,1,0,1
35005,70534968,1,1,1
35006,70536968,12,1,1
35007,70538968,0,1,0
35008,70540968,0,0,0
35009,70542968,2,0,1
35010,70544968,0,0,0
35011,70546968,13,0,1
35012,70548968,0,0,0
35013,70550968,1,0,1
35014,70552968,0,0,0
35015,70554968,0,1,0
35016,70556968,9,1,1
35017,70558968,0,1,0
35018,70560968,0,0,0
35019,70562969,3,0,1
35020,70564968,0,0,0
35021,70566968,5,0,1
35022,70568968,0,0,0
35023,70570968,0,0,0
35024,70572968,1,0,1
35025,70574968,0,1,0
35026,70576968,4,1,1
35027,70578968,0,1,0
35028,70580968,0,0,0
35029,70582968,0,0,0
35030,70584968,0,0,0
35031,70586968,5,0,1
35032,70588968,0,0,0
35033,70590968,0,0,0
35034,70592968,2,0,1
35035,70594968,0,1,0
35036,70596968,10,1,1
35037,70598968,0,1,0
35038,70600968,0,0,0
35039,70602969,0,0,0
35040,70604968,0,0,0
35041,70606968,8,0,1
35042,70608968,0,0,0
35043,70610968,1,0,1
35044,70612968,0,0,0
35045,70614968,0,1,0
35046,70616968,5,1,1
35047,70618968,0,1,0
35048,70620968,0,0,0
35049,70622968,0,0,0
35050,70624968,0,0,0
35051,70626968,3,0,1
35052,70628968,0,0,0
35053,70630968,0,0,0
35054,70632968,1,0,1
35055,70634968,0,1,0
35056,70636968,3,1,1
35057,70638968,0,1,0
35058,70640968,0,0,0
35059,70642969,0,0,0
35060,70644968,1,0,1
35061,70646968,5,0,1
35062,70648968,0,0,0
35063,70650968,3,0,1
35064,70652968,4,0,1
35065,70654968,0,1,0
35066,70656968,14,1,1
35067,70658968,1,1,1
35068,70660968,1,0,1
35069,70662968,2,0,1
35070,70664968,0,0,0
35071,70666968,9,0,1
35072,70668968,0,0,0
35073,70670968,3,0,1
35074,70672968,0,0,0
35075,70674968,0,1,0
35076,70676968,7,1,1
35077,70678968,0,1,0
35078,70680968,0,0,0
35079,70682969,4,0,1
35080,70684968,0,0,0
35081,70686968,4,0,1
35082,70688968,0,0,0
35083,70690968,0,0,0
35084,70692968,0,0,0
35085,70694968,0,1,0
35086,70696968,9,1,1
35087,70698968,0,1,0
35088,70700968,1,0,1
35089,70702968,0,0,0
35090,70704968,0,0,0
35091,70706968,5,0,1
35092,70708968,0,0,0
35093,70710968,0,0,0
35094,70712968,5,0,1
35095,70714968,0,1,0
35096,70716968,5,1,1
35097,70718968,0,1,0
35098,70720968,0,0,0
35099,70722969,4,0,1
35100,70724968,0,0,0
35101,70726968,0,0,0
35102,70728968,0,0,0
35103,70730968,0,0,0
35104,70732968,0,0,0
35105,70734968,0,1,0
35106,70736968,0,1,0
35107,70738968,0,1,0
35108,70740968,0,0,0
35109,70742968,4,0,1
35110,70744968,0,0,0
35111,70746968,0,0,0
35112,70748968,1,0,1
35113,70750968,0,0,0
35114,70752968,1,0,1
35115,70754968,0,1,0
35116,70756968,0,1,0
35117,70758968,0,1,0
35118,70760968,0,0,0
35119,70762969,1,0,1
35120,70764968,0,0,0
35121,70766968,0,0,0
35122,70768968,3,0,1
35123,70770968,0,0,0
35124,70772968,5,0,1
35125,70774968,0,1,0
35126,70776968,1,1,1
35127,70778968,0,1,0
35128,70780968,0,0,0
35129,70782968,0,0,0
35130,70784968,1,0,1
35131,70786968,6,0,1
35132,70788968,5,0,1
35133,70790968,0,0,0
35134,70792968,6,0,1
35135,70794968,0,1,0
35136,70796968,3,1,1
35137,70798968,0,1,0
35138,70800968,1,0,1
35139,70802969,8,0,1
35140,70804968,0,0,0
35141,70806968,0,0,0
35142,70808968,0,0,0
35143,70810968,2,0,1
35144,70812968,4,0,1
35145,70814968,1,1,1
35146,70816968,2,1,1
35147,70818968,0,1,0
35148,70820968,0,0,0
35149,70822968,2,0,1
35150,70824968,2,0,1
35151,70826968,0,0,0
35152,70828968,3,0,1
35153,70830968,5,0,1
35154,70832968,3,0,1
35155,70834968,2,1,1
35156,70836968,0,1,0
35157,70838968,0,1,0
35158,70840968,1,0,1
35159,70842969,3,0,1
35160,70844968,0,0,0
35161,70846968,0,0,0
35162,70848968,0,0,0
35163,70850968,0,0,0
35164,70852968,1,0,1
35165,70854968,27,1,1
35166,70856968,4,1,1
35167,70858968,0,1,0
35168,70860968,0,0,0
35169,70862968,4,0,1
35170,70864968,0,0,0
35171,70866968,1,0,1
35172,70868968,0,0,0
35173,70870968,2,0,1
35174,70872968,4,0,1
35175,70874968,297,1,1
35176,70876968,6,1,1
35177,70878968,4,1,1
35178,70880968,0,0,0
35179,70882969,7,0,1
35180,70884968,0,0,0
35181,70886968,2,0,1
35182,70888968,0,0,0
35183,70890968,0,0,0
35184,70892968,35,0,1
35185,70894968,431,1,1
35186,70896968,0,1,0
35187,70898968,2,1,1
35188,70900968,0,0,0
35189,70902968,5,0,1
35190,70904968,0,0,0
35191,70906968,0,0,0
35192,70908968,2,0,1
35193,70910968,1,0,1
35194,70912968,5,0,1
35195,70914968,171,1,1
35196,70916968,0,1,0
35197,70918968,4,1,1
35198,70920968,2,0,1
35199,70922968,0,0,0
35200,70924968,1,0,1
35201,70926968,0,0,0
35202,70928968,1,0,1
35203,70930968,5,0,1
35204,70932968,1,0,1
35205,70934968,0,1,0
35206,70936968,3,1,1
35207,70938968,2,1,1
35208,70940968,2,0,1
35209,70942968,3,0,1
35210,70944968,0,0,0
35211,70946968,3,0,1
35212,70948968,1,0,1
35213,70950968,1,0,1
35214,70952968,3,0,1
35215,70954968,3,1,1
35216,70956968,4,1,1
35217,70958968,1,1,1
35218,70960968,4,0,1
35219,70962968,2,0,1
35220,70964968,5,0,1
35221,70966968,3,0,1
35222,70968968,1,0,1
35223,70970968,6,0,1
35224,70972968,2,0,1
35225,70974968,22,1,1
35226,70976968,3,1,1
35227,70978968,3,1,1
35228,70980968,2,0,1
35229,70982968,0,0,0
35230,70984968,0,0,0
35231,70986968,1,0,1
35232,70988968,3,0,1
35233,70990968,5,0,1
35234,70992968,7,0,1
35235,70994968,91,1,1
35236,70996968,5,1,1
35237,70998968,5,1,1
35238,71000968,7,0,1
35239,71002968,6,0,1
35240,71004968,7,0,1
35241,71006968,2,0,1
35242,71008968,5,0,1
35243,71010968,6,0,1
35244,71012968,8,0,1
35245,71014968,331,1,1
35246,71016968,1,1,1
35247,71018968,0,1,0
35248,71020968,2,0,1
35249,71022968,3,0,1
35250,71024968,0,0,0
35251,71026968,13,0,1
35252,71028968,1,0,1
35253,71030968,3,0,1
35254,71032968,45,0,1
35255,71034968,420,1,1
35256,71036968,23,1,1
35257,71038968,5,1,1
35258,71040968,10,0,1
35259,71042968,0,0,0
35260,71044968,0,0,0
35261,71046968,19,0,1
35262,71048968,1,0,1
35263,71050968,0,0,0
35264,71052968,41,0,1
35265,71054968,424,1,1
35266,71056968,10,1,1
35267,71058968,0,1,0
35268,71060968,0,0,0
35269,71062968,5,0,1
35270,71064968,0,0,0
35271,71066968,11,0,1
35272,71068968,2,0,1
35273,71070968,9,0,1
35274,71072968,133,0,1
35275,71074968,563,1,1
35276,71076968,7,1,1
35277,71078968,0,1,0
35278,71080968,0,0,0
35279,71082968,1,0,1
35280,71084968,1,0,1
35281,71086968,9,0,1
35282,71088968,5,0,1
35283,71090968,3,0,1
35284,71092968,229,0,1
35285,71094968,683,1,1
35286,71096968,19,1,1
35287,71098968,0,1,0
35288,71100968,3,0,1
35289,71102968,0,0,0
35290,71104968,4,0,1
35291,71106968,11,0,1
35292,71108968,0,0,0
35293,71110968,0,0,0
35294,71112968,225,0,1
35295,71114968,676,1,1
35296,71116968,13,1,1
35297,71118968,4,1,1
35298,71120968,0,0,0
35299,71122968,3,0,1
35300,71124968,7,0,1
35301,71126968,4,0,1
35302,71128968,7,0,1
35303,71130968,1,0,1
35304,71132968,3,0,1
35305,71134968,238,1,1
35306,71136968,13,1,1
35307,71138968,1,1,1
35308,71140968,0,0,0
35309,71142968,7,0,1
35310,71144968,4,0,1
35311,71146968,7,0,1
35312,71148968,1,0,1
35313,71150968,1,0,1
35314,71152968,100,0,1
35315,71154968,447,1,1
35316,71156968,11,1,1
35317,71158968,5,1,1
35318,71160968,4,0,1
35319,71162968,5,0,1
35320,71164968,7,0,1
35321,71166968,10,0,1
35322,71168968,8,0,1
35323,71170968,7,0,1
35324,71172968,0,0,0
35325,71174968,79,1,1
35326,71176968,11,1,1
35327,71178968,0,1,0
35328,71180968,5,0,1
35329,71182968,7,0,1
35330,71184968,4,0,1
35331,71186968,7,0,1
35332,71188968,2,0,1
35333,71190968,3,0,1
35334,71192968,5,0,1
35335,71194968,7,1,1
35336,71196968,14,1,1
35337,71198968,3,1,1
35338,71200968,4,0,1
35339,71202968,0,0,0
35340,71204968,0,0,0
35341,71206968,7,0,1
35342,71208968,0,0,0
35343,71210968,7,0,1
35344,71212968,176,0,1
35345,71214968,501,1,1
35346,71216968,2,1,1
35347,71218968,3,1,1
35348,71220968,5,0,1
35349,71222968,5,0,1
35350,71224968,3,0,1
35351,71226968,0,0,0
35352,71228968,0,0,0
35353,71230968,4,0,1
35354,71232968,0,0,0
35355,71234968,0,1,0
35356,71236968,0,1,0
35357,71238968,0,1,0
35358,71240968,4,0,1
35359,71242968,2,0,1
35360,71244968,0,0,0
35361,71246968,0,0,0
35362,71248968,4,0,1
35363,71250968,5,0,1
35364,71252968,1,0,1
35365,71254968,120,1,1
35366,71256968,0,1,0
35367,71258968,5,1,1
35368,71260968,7,0,1
35369,71262968,0,0,0
35370,71264968,0,0,0
35371,71266968,1,0,1
35372,71268968,0,0,0
35373,71270968,2,0,1
35374,71272968,5,0,1
35375,71274968,77,1,1
35376,71276968,0,1,0
35377,71278968,1,1,1
35378,71280968,6,0,1
35379,71282968,1,0,1
35380,71284968,0,0,0
35381,71286968,7,0,1
35382,71288968,4,0,1
35383,71290968,0,0,0
35384,71292968,183,0,1
35385,71294968,539,1,1
35386,71296968,8,1,1
35387,71298968,1,1,1
35388,71300968,0,0,0
35389,71302968,3,0,1
35390,71304968,0,0,0
35391,71306968,1,0,1
35392,71308968,5,0,1
35393,71310968,0,0,0
35394,71312968,4,0,1
35395,71314968,187,1,1
35396,71316968,1,1,1
35397,71318968,1,1,1
35398,71320968,3,0,1
35399,71322968,7,0,1
35400,71324968,0,0,0
35401,71326968,0,0,0
35402,71328968,0,0,0
35403,71330968,0,0,0
35404,71332968,5,0,1
35405,71334968,199,1,1
35406,71336968,4,1,1
35407,71338968,0,1,0
35408,71340968,0,0,0
35409,71342968,9,0,1
35410,71344968,5,0,1
35411,71346968,4,0,1
35412,71348968,5,0,1
35413,71350968,0,0,0
35414,71352968,217,0,1
35415,71354968,565,1,1
35416,71356968,2,1,1
35417,71358968,1,1,1
35418,71360968,4,0,1
35419,71362968,5,0,1
35420,71364968,5,0,1
35421,71366968,1,0,1
35422,71368968,2,0,1
35423,71370968,0,0,0
35424,71372968,8,0,1
35425,71374968,158,1,1
35426,71376968,5,1,1
35427,71378968,4,1,1
35428,71380968,5,0,1
35429,71382968,5,0,1
35430,71384968,3,0,1
35431,71386968,0,0,0
35432,71388968,6,0,1
35433,71390968,4,0,1
35434,71392968,23,0,1
35435,71394968,251,1,1
35436,71396968,0,1,0
35437,71398968,1,1,1
35438,71400968,1,0,1
35439,71402968,0,0,0
35440,71404968,2,0,1
35441,71406968,0,0,0
35442,71408968,1,0,1
35443,71410968,0,0,0
35444,71412968,26,0,1
35445,71414968,219,1,1
35446,71416968,1,1,1
35447,71418968,5,1,1
35448,71420968,6,0,1
35449,71422968,7,0,1
35450,71424968,0,0,0
35451,71426968,0,0,0
35452,71428968,6,0,1
35453,71430968,5,0,1
35454,71432968,4,0,1
35455,71434968,123,1,1
35456,71436968,6,1,1
35457,71438968,5,1,1
35458,71440968,0,0,0
35459,71442968,0,0,0
35460,71444968,13,0,1
35461,71446968,5,0,1
35462,71448968,3,0,1
35463,71450968,0,0,0
35464,71452968,2,0,1
35465,71454968,19,1,1
35466,71456968,1,1,1
35467,71458968,5,1,1
35468,71460968,5,0,1
35469,71462968,0,0,0
35470,71464968,7,0,1
35471,71466968,0,0,0
35472,71468968,0,0,0
35473,71470968,5,0,1
35474,71472968,7,0,1
35475,71474968,9,1,1
35476,71476968,4,1,1
35477,71478968,2,1,1
35478,71480968,6,0,1
35479,71482968,0,0,0
35480,71484968,11,0,1
35481,71486968,1,0,1
35482,71488968,0,0,0
35483,71490968,1,0,1
35484,71492968,141,0,1
35485,71494968,390,1,1
35486,71496968,2,1,1
35487,71498968,1,1,1
35488,71500968,4,0,1
35489,71502968,3,0,1
35490,71504968,17,0,1
35491,71506968,1,0,1
35492,71508968,0,0,0
35493,71510968,7,0,1
35494,71512968,1,0,1
35495,71514968,57,1,1
35496,71516968,4,1,1
35497,71518968,4,1,1
35498,71520968,4,0,1
35499,71522968,7,0,1
35500,71524968,9,0,1
35501,71526968,4,0,1
35502,71528968,5,0,1
35503,71530968,6,0,1
35504,71532968,331,0,1
