time_s,sample_index,timestamp_us,slot0_raw,slot1_raw,finger_contact,fifo_ok,fifo_overflow_count,slot0_dc,slot0_ac,slot1_dc,slot1_ac,slot0_peak,slot1_peak
8.36,1935,77958374,36225,53735,-1,1,0,36247.73894243099,-20.781064451189227,53806.10578500314,-69.40037594549835,0,0
8.4,1936,77998374,36229,53740,-1,1,0,36236.98226822243,-9.544744556051008,53781.81032129725,-39.623845114145674,0,0
8.44,1937,78038374,36231,53773,-1,1,0,36226.17939923994,5.896752989768558,53757.369270759984,11.05013007468888,0,0
8.48,1938,78078374,36241,53803,-1,1,0,36215.309232088504,25.313459939787414,53732.70972392884,76.66843901973203,0,0
8.52,1939,78118374,36251,53855,-1,1,0,36204.3526009464,48.583857657291915,53707.76321841018,147.27279272163656,0,0
8.56,1940,78158374,36264,53891,-1,1,0,36193.29696335039,72.00206439163306,53682.48071862127,214.89538715178992,0,0
8.6,1941,78198374,36264,53912,-1,1,0,36182.14156118429,82.41330206080923,53656.84874609253,258.9922849131445,0,0
8.64,1942,78238374,36252,53913,-1,1,0,36170.90200964292,81.66662800284587,53630.90416379422,281.12736767003946,0,0
8.68,1943,78278374,36251,53924,-1,1,0,36159.61329539627,95.87881217970795,53604.74587691628,332.49713576513125,0,0
8.72,1944,78318374,36264,53953,-1,1,0,36148.331806365226,115.89538352368257,53578.54444211647,381.5599312418574,1,1
8.76,1945,78358374,36221,53827,-1,1,0,36137.13744947668,81.69896022999656,53552.54987258957,255.7448489286542,0,0
8.8,1946,78398374,36111,53457,-1,1,0,36126.13302184009,-12.776113566413414,53527.087912684365,-47.3659405972312,0,0
8.84,1947,78438374,36021,53214,-1,1,0,36115.43545709442,-91.33934947113968,53502.52966335606,-292.4911224030912,0,0
8.88,1948,78478374,35992,53103,-1,1,0,36105.15964296031,-116.96488731196385,53479.238726506665,-383.7445066381121,0,0
8.92,1949,78518374,35978,53065,-1,1,0,36095.40302383878,-118.01825610677487,53457.52175859194,-389.377161843355,0,0
8.96,1950,78558374,35982,53113,-1,1,0,36086.23725993734,-100.7406282098637,53437.60118092743,-323.3392007251736,0,0
9.0,1951,78598374,36016,53207,-1,1,0,36077.70690387402,-64.47680479228492,53419.61074095086,-215.92888290695947,0,0
9.04,1952,78638374,36028,53247,-1,1,0,36069.83305584865,-42.2847785063423,53403.60739854653,-158.30031581533973,0,0
9.08,1953,78678374,36017,53231,-1,1,0,36062.61930660546,-43.41105534925069,53389.58933418034,-156.0954274119354,0,0
9.12,1954,78718374,36018,53249,-1,1,0,36056.05635861861,-37.91629132384689,53377.50964339574,-122.88443654866929,0,0
9.16,1955,78758374,36037,53337,-1,1,0,36050.12444663883,-11.876975775797838,53367.28483902775,-30.869031298885176,0,0
9.2,1956,78798374,36065,53421,-1,1,0,36044.79620744294,22.24137474989253,53358.80603693275,68.5558510226756,0,0
9.24,1957,78838374,36088,53486,-1,1,0,36040.0419618237,49.4843726778964,53351.95696532336,142.65049343499152,0,0
9.28,1958,78878374,36096,53539,-1,1,0,36035.83645929754,63.34919361455487,53346.63470218353,194.88693464968551,0,0
9.32,1959,78918374,36096,53556,-1,1,0,36032.16478899632,65.7140137620975,53342.76774634266,229.40509119878172,0,0
9.36,1960,78958374,36093,53591,-1,1,0,36029.02602091842,66.0783918442096,53340.329346293984,245.78350104820197,0,0
9.4,1961,78998374,36107,53610,-1,1,0,36026.43501951177,82.8787440597549,53339.346902055106,284.920325305702,0,0
9.44,1962,79038374,36127,53675,-1,1,0,36024.4242626968,109.18370995743858,53339.90996807219,354.8567711282449,1,1
9.48,1963,79078374,36116,53647,-1,1,0,36023.04669643256,85.74131456227141,53342.17836904761,280.05494977665023,0,0
9.52,1964,79118374,36010,53305,-1,1,0,36022.37659249179,-5.68369833360989,53346.38277513204,-21.20037768605637,0,0
9.56,1965,79158374,35931,53044,-1,1,0,36022.50244239932,-89.52312005103798,53352.800321042334,-300.20990562716975,0,0
9.6,1966,79198374,35905,52976,-1,1,0,36023.51141544755,-122.6378710001272,53361.70320889121,-401.00674015164867,0,0
9.64,1967,79238374,35888,52939,-1,1,0,36025.47317865628,-136.02872483350052,53373.305816791595,-432.26742803631464,0,0
9.68,1968,79278374,35889,52953,-1,1,0,36028.42952954733,-140.1224823360343,53387.732233187664,-432.4576797076663,0,0
9.72,1969,79318374,35909,53038,-1,1,0,36032.38980990167,-123.37035829848845,53405.003712882855,-372.2308023327623,0,0
9.76,1970,79358374,35944,53126,-1,1,0,36037.33058651216,-96.33036635336359,53425.039695544314,-307.12883805918716,0,0
9.8,1971,79398374,35970,53184,-1,1,0,36043.19893859342,-70.89708209230193,53447.668197994804,-258.6057590019143,0,0
9.84,1972,79438374,36008,53298,-1,1,0,36049.91800990278,-44.85361980943054,53472.64005287532,-178.85637653825572,0,0
9.88,1973,79478374,36033,53425,-1,1,0,36057.39327138835,-20.91018722047339,53499.644700542995,-75.09034704160547,0,0
9.92,1974,79518374,36064,53534,-1,1,0,36065.51865113121,-6.1451351198648325,53528.329365118516,7.114504276636126,0,0
9.96,1975,79558374,36075,53622,-1,1,0,36074.18192780817,7.91848930916737,53558.3205307328,66.94424210652096,0,0
10.0,1976,79598374,36116,53711,-1,1,0,36083.26911590604,29.19974844335097,53589.24369881968,125.93483380618602,0,0
10.04,1977,79638374,36134,53795,-1,1,0,36092.668528306305,45.17478064465624,53620.73990385478,179.2863371518552,0,0
10.08,1978,79678374,36153,53859,-1,1,0,36102.27496732829,51.6661700619602,53652.479862727116,209.88850386043134,0,0
10.12,1979,79718374,36173,53915,-1,1,0,36111.993319661706,63.21376898475508,53684.17586162309,237.45233586239988,0,0
10.16,1980,79758374,36211,54019,-1,1,0,36121.74156544115,89.96991788943019,53715.591649488386,308.96258863455245,0,0
10.2,1981,79798374,36241,54113,-1,1,0,36131.45455666955,116.11481625056231,53746.55310376891,380.63451384467214,1,1
10.24,1982,79838374,36242,54088,-1,1,0,36141.08860074529,94.35510437833132,53776.96016500854,295.3017290427912,0,0
10.28,1983,79878374,36165,53840,-1,1,0,36150.62340232341,20.3231575747832,53806.78986722099,48.85451201118788,0,0
10.32,1984,79918374,36123,53697,-1,1,0,36160.05673662869,-34.11239797190794,53836.076105937114,-131.14748218678213,0,0
10.36,1985,79958374,36134,53724,-1,1,0,36169.39289403347,-39.417019790602275,53864.87021011354,-153.0983946704361,0,0
10.4,1986,79998374,36144,53760,-1,1,0,36178.63240265789,-33.75486733646723,53893.206473694336,-130.8007691797702,0,0
10.44,1987,80038374,36158,53815,-1,1,0,36187.767729467305,-26.45423126705672,53921.087741787276,-100.22744166112093,0,0
10.48,1988,80078374,36189,53903,-1,1,0,36196.783299514,-12.65061194409228,53948.485968381625,-54.6685017938841,0,0
10.52,1989,80118374,36195,53930,-1,1,0,36205.65735973785,-8.332106544163583,53975.349018004454,-47.813380394408455,0,0
10.56,1990,80158374,36201,53924,-1,1,0,36214.36413991034,-14.759199133101896,54001.6076854908,-74.6112760680469,0,0
10.6,1991,80198374,36204,53957,-1,1,0,36222.874780485,-20.22406192889987,54027.17802644954,-78.64265162160922,0,0
10.64,1992,80238374,36215,54002,-1,1,0,36231.15693969301,-16.1626434707458,54051.96006520636,-48.6853976673803,0,0
10.68,1993,80278374,36239,54081,-1,1,0,36239.17448157877,-0.03382654273930985,54075.83860441373,1.248268261620641,0,0
10.72,1994,80318374,36267,54156,-1,1,0,36246.888663200494,16.335947566840375,54098.68935746641,55.870342243217564,0,0
10.76,1995,80358374,36275,54216,-1,1,0,36254.26100224869,24.45061731579712,54120.38938210644,94.79696216596085,0,0
10.8,1996,80398374,36292,54254,-1,1,0,36261.25642435655,26.07014557296446,54140.82842954246,109.1618558080363,0,0
10.84,1997,80438374,36292,54277,-1,1,0,36267.84536761353,24.995028194013717,54159.91783862375,117.82286535995352,0,0
10.88,1998,80478374,36311,54348,-1,1,0,36274.00486847854,36.289662687812395,54177.596484562804,163.25095158513287,0,0
10.92,1999,80518374,36339,54418,-1,1,0,36279.71973309489,59.18962300236248,54193.83703119966,236.63456217910823,1,1
10.96,2000,80558374,36342,54435,-1,1,0,36284.98484934188,53.378038113926515,54208.65486714548,204.18685688024934,0,0
11.0,2001,80598374,36287,54210,-1,1,0,36289.80690404518,-2.8669389506343705,54222.112963160944,-8.713073505381317,0,0
11.04,2002,80638374,36228,54001,-1,1,0,36294.201025495815,-67.94773649643358,54234.307871812634,-229.4434677105474,0,0
11.08,2003,80678374,36206,53962,-1,1,0,36298.1809869463,-91.99426358567236,54245.33364353106,-295.6829715676445,0,0
11.12,2004,80718374,36232,54009,-1,1,0,36301.74818581033,-75.18945430837917,54255.24356850002,-254.0343459720123,0,0
11.16,2005,80758374,36263,54100,-1,1,0,36304.88613353678,-40.026652492022166,54264.03148780904,-159.85539073052723,0,0
11.2,2006,80798374,36307,54241,-1,1,0,36307.56233660328,-2.7444533221773044,54271.635921700945,-38.172467316396165,0,0
11.24,2007,80838374,36327,54308,-1,1,0,36309.73478370484,13.991414973077829,54277.95864947446,20.35887047107113,0,0
11.28,2008,80878374,36313,54268,-1,1,0,36311.35880056639,3.589960932788643,54282.886081807796,-9.045687191498715,0,0
11.32,2009,80918374,36305,54250,-1,1,0,36312.39063151488,-10.247209847680617,54286.30146177816,-42.27677077239382,0,0
11.36,2010,80958374,36307,54266,-1,1,0,36312.78719452939,-5.587046165958595,54288.08541471622,-25.917284446087606,0,0
11.4,2011,80998374,36332,54327,-1,1,0,36312.50502893655,20.663241480088978,54288.1139162659,45.14351008964848,0,0
11.44,2012,81038374,36365,54437,-1,1,0,36311.501752533666,50.863104775629346,54286.26315635573,144.96384069552698,0,0
11.48,2013,81078374,36376,54496,-1,1,0,36309.740728223565,68.00592387978531,54282.42382070129,216.02063862656317,0,0
11.52,2014,81118374,36383,54514,-1,1,0,36307.19681941522,76.91479983378147,54276.519962148384,240.01423532784762,0,0
11.56,2015,81158374,36392,54528,-1,1,0,36303.86090818949,84.51639589001267,54268.524715794505,254.13080500100708,0,0
11.6,2016,81198374,36385,54530,-1,1,0,36299.74285294653,90.92202185226321,54258.469804119595,283.0682454268782,1,1
11.64,2017,81238374,36378,54505,-1,1,0,36294.873232135855,79.06427397148055,54246.45063943634,251.2630507193943,0,0
11.68,2018,81278374,36312,54296,-1,1,0,36289.30291565913,21.428434133466965,54232.62533864143,54.14870478419911,0,0
11.72,2019,81318374,36227,54003,-1,1,0,36283.09785552235,-54.4097275407552,54217.198022271245,-203.35498920852694,0,0
11.76,2020,81358374,36191,53895,-1,1,0,36276.32783023517,-85.97356244154662,54200.38101768736,-309.79230104746705,0,0
11.8,2021,81398374,36201,53931,-1,1,0,36269.05365575416,-71.57973115582584,54182.35146215986,-265.2502596300628,0,0
11.84,2022,81438374,36211,53972,-1,1,0,36261.31991314155,-50.46521796805587,54163.2266054186,-184.062948202386,0,0
11.88,2023,81478374,36219,54047,-1,1,0,36253.15487069978,-34.47682308829573,54143.064084381804,-103.62764316834222,0,0
11.92,2024,81518374,36225,54070,-1,1,0,36244.57401721695,-22.072861300820485,54121.87618902488,-55.60936316571729,0,0
11.96,2025,81558374,36217,54042,-1,1,0,36235.58389294314,-18.62080690629199,54099.6461018172,-60.36831253373024,0,0
12.0,2026,81598374,36209,54013,-1,1,0,36226.18483519092,-18.82367281486593,54076.338506853666,-62.18715901847802,0,0
12.04,2027,81638374,36209,54043,-1,1,0,36216.372479901314,-7.056478399147654,54051.903803857764,-12.574839938429577,0,0
12.08,2028,81678374,36223,54090,-1,1,0,36206.1391783002,17.175602504939093,54026.28245307742,65.2119574548779,0,0
12.12,2029,81718374,36235,54130,-1,1,0,36195.4768963156,36.081232016943524,53999.4152442853,128.8663648104432,0,0
12.16,2030,81758374,36226,54133,-1,1,0,36184.38158264241,46.09497436813235,53971.25812477825,165.84759479697925,0,0
12.2,2031,81798374,36229,54126,-1,1,0,36172.85733049412,53.59124250992308,53941.796194059,182.24114287722108,0,0
12.24,2032,81838374,36221,54121,-1,1,0,36160.91934648059,57.27141799047966,53911.05377231618,207.33337643775167,0,0
12.28,2033,81878374,36211,54141,-1,1,0,36148.59608556704,69.68558189064645,53879.101939587075,275.1367234910232,0,0
12.32,2034,81918374,36214,54140,-1,1,0,36135.930955390715,72.79146351237485,53846.06660939934,285.20751083337143,1,1
12.36,2035,81958374,36140,53903,-1,1,0,36122.98303422446,12.50504590925108,53812.134203898924,78.55577517366856,0,0
12.4,2036,81998374,36022,53526,-1,1,0,36109.8232820871,-79.38671105080769,53777.54023337131,-232.65409909917253,0,0
12.44,2037,82038374,35981,53364,-1,1,0,36096.522815141725,-122.54276062040189,53742.529579566704,-391.50172434225516,0,0
12.48,2038,82078374,35969,53342,-1,1,0,36083.1377549825,-115.18935804623224,53707.30433132251,-372.32094506860756,0,0
12.52,2039,82118374,35988,53405,-1,1,0,36069.699692719594,-80.06964081900604,53671.98957533187,-265.0694935170238,0,0
12.56,2040,82158374,36034,53529,-1,1,0,36056.21540552573,-23.76165233202018,53636.62997440429,-107.20411028474973,0,0
12.6,2041,82198374,36059,53617,-1,1,0,36042.673890653095,14.864332445953968,53601.209769881716,4.6317555820454,0,0
12.64,2042,82238374,36039,53556,-1,1,0,36029.05632742901,8.49676936802819,53565.68146701917,-7.782047339924219,0,0
12.68,2043,82278374,36007,53479,-1,1,0,36015.34325008762,-5.050864569359992,53529.986721432906,-50.11722908731038,0,0
12.72,2044,82318374,36012,53482,-1,1,0,36001.51644411785,9.323080491472822,53494.06219750074,-10.394374608002263,0,0
12.76,2045,82358374,36018,53526,-1,1,0,35987.55892362307,28.89695001004038,53457.8397191247,64.61809836565062,0,0
12.8,2046,82398374,36005,53520,-1,1,0,35973.456723135925,34.67598941452014,53421.252448034174,98.13052749419714,0,0
12.84,2047,82438374,36002,53501,-1,1,0,35959.20191255515,43.363537801180634,53384.24641657374,129.68461712786055,0,0
12.88,2048,82478374,36002,53548,-1,1,0,35944.79517756828,57.181265184120235,53346.79149228755,193.1803435810505,0,0
12.92,2049,82518374,36000,53563,-1,1,0,35930.24835891308,68.92569319668391,53308.89236615364,255.14794291365237,0,0
12.96,2050,82558374,36000,53573,-1,1,0,35915.58754535416,90.28128801288128,53270.602171456136,318.1203923747337,0,1
13.0,2051,82598374,35999,53556,-1,1,0,35900.85646633813,95.52965010467717,53232.036395949,315.4058435699391,1,0
13.04,2052,82638374,35925,53319,-1,1,0,35886.11881428628,33.51884384524308,53193.380303870705,115.67824910574154,0,0
13.08,2053,82678374,35807,52969,-1,1,0,35871.45531770576,-54.03122872516215,53154.87750757521,-166.43534390353878,0,0
13.12,2054,82718374,35776,52830,-1,1,0,35856.95252568455,-88.55596801652031,53116.79232702813,-296.76994908265254,0,0
13.16,2055,82758374,35755,52795,-1,1,0,35842.688455227115,-86.62196031847071,53079.36212805625,-292.83092981866764,0,0
13.2,2056,82798374,35745,52774,-1,1,0,35828.723275656856,-85.85444495694517,53042.76560284818,-264.21181311254685,0,0
13.24,2057,82838374,35742,52807,-1,1,0,35815.096437441855,-70.02572922253782,53007.11384656408,-202.2127065410204,0,0
13.28,2058,82878374,35767,52853,-1,1,0,35801.827629908825,-39.090576575431065,52972.45596091977,-124.35197398321424,0,0
13.32,2059,82918374,35763,52848,-1,1,0,35788.92046110795,-25.08432182820313,52938.7920274626,-92.96938271001919,0,0
13.36,2060,82958374,35748,52811,-1,1,0,35776.36730334514,-28.272611487790204,52906.08696591049,-89.48520726061477,0,0
13.4,2061,82998374,35745,52825,-1,1,0,35764.152686390895,-18.626708791822576,52874.279807824816,-55.74156633923058,0,0
13.44,2062,83038374,35763,52856,-1,1,0,35752.2552711874,11.623254600951292,52843.29019501616,22.9732814180569,0,0
13.48,2063,83078374,35781,52928,-1,1,0,35740.65103983152,40.628200267523034,52813.0283528327,113.34642501081021,0,0
13.52,2064,83118374,35780,52950,-1,1,0,35729.31866250294,52.27037525153627,52783.41093869166,170.30696902928796,0,0
13.56,2065,83158374,35771,52944,-1,1,0,35718.24497857035,55.0409835965162,52754.37885381956,200.4444705139407,0,0
13.6,2066,83198374,35773,52975,-1,1,0,35707.42862242558,65.51344793357839,52725.91185090529,246.47156144879673,0,0
13.64,2067,83238374,35787,53023,-1,1,0,35696.88251759724,93.07868768025861,52698.040452011366,335.06231844883985,0,0
13.68,2068,83278374,35802,53069,-1,1,0,35686.637307288795,119.23434357411773,52670.85969257664,413.5761835935373,1,1
13.72,2069,83318374,35771,52979,-1,1,0,35676.74574900652,89.41679065579743,52644.54393009464,313.4668753789445,0,0
13.76,2070,83358374,35660,52609,-1,1,0,35667.28391314674,-3.028727310809721,52619.35001674798,10.99521368039916,0,0
13.8,2071,83398374,35576,52346,-1,1,0,35658.343625857735,-79.10496209720316,52595.591729942076,-247.47741777630768,0,0
13.84,2072,83438374,35555,52248,-1,1,0,35650.017093774,-98.4847468744691,52573.58832938521,-331.4182662125924,0,0
13.88,2073,83478374,35545,52218,-1,1,0,35642.38232234557,-97.69723422487388,52553.614539697206,-338.41049995613685,0,0
13.92,2074,83518374,35544,52227,-1,1,0,35635.49557349166,-88.26900274406634,52535.87280094959,-301.0195845488773,0,0
13.96,2075,83558374,35572,52322,-1,1,0,35629.39007625997,-59.5430009310389,52520.48722038587,-202.5646968303873,0,0
14.0,2076,83598374,35591,52387,-1,1,0,35624.078751758956,-33.36155455304314,52507.512406955095,-125.6747646040595,0,0
14.04,2077,83638374,35589,52364,-1,1,0,35619.559314267324,-28.633677793560935,52496.95005904433,-126.5689284910599,0,0
14.08,2078,83678374,35584,52351,-1,1,0,35615.81892448524,-33.665951562708955,52488.76277672223,-142.5905531500975,0,0
14.12,2079,83718374,35581,52369,-1,1,0,35612.836405139344,-28.551134214834917,52482.87958136275,-105.86413777545555,0,0
14.16,2080,83758374,35603,52454,-1,1,0,35610.58304027257,-7.957275495764669,52479.198791646864,-28.753028341033996,0,0
14.2,2081,83798374,35620,52505,-1,1,0,35609.02434489336,12.338046036980728,52477.59615414745,34.634209850477816,0,0
14.24,2082,83838374,35629,52546,-1,1,0,35608.12364234068,22.15920617169438,52477.938534983565,68.90643369536662,0,0
14.28,2083,83878374,35632,52570,-1,1,0,35607.84600047981,28.44891601893447,52480.09768700168,100.8979727200294,0,0
14.32,2084,83918374,35650,52636,-1,1,0,35608.16118802146,37.46157322376909,52483.961100297405,146.92427045080728,0,0
14.36,2085,83958374,35664,52709,-1,1,0,35609.04620771417,64.08600829506457,52489.442379667686,231.00918218501062,0,0
14.4,2086,83998374,35713,52808,-1,1,0,35610.48888641971,101.41492745404719,52496.49476376367,326.85497281734223,1,1
14.44,2087,84038374,35700,52787,-1,1,0,35612.49301308028,85.90029374767293,52505.127006862705,259.7237043212714,0,0
14.48,2088,84078374,35615,52477,-1,1,0,35615.08159579368,2.5106251949251543,52515.41035236219,-19.233067528659895,0,0
14.52,2089,84118374,35546,52269,-1,1,0,35618.29201662515,-67.14815664284586,52527.459047282,-252.4942246192195,0,0
14.56,2090,84158374,35545,52260,-1,1,0,35622.16300065773,-82.98722109499005,52541.38566709673,-290.3299152719086,0,0
14.6,2091,84198374,35544,52309,-1,1,0,35626.72171100726,-80.10600140252603,52557.2589750711,-250.11743829576136,0,0
14.64,2092,84238374,35561,52364,-1,1,0,35631.97722872778,-70.23767964475473,52575.08561668187,-201.23004409158216,0,0
14.68,2093,84278374,35590,52462,-1,1,0,35637.91969090866,-49.21317312391412,52594.81190530862,-143.2050042975591,0,0
14.72,2094,84318374,35606,52494,-1,1,0,35644.522562320875,-38.790875584675746,52616.334103324036,-121.30647696069207,0,0
14.76,2095,84358374,35605,52501,-1,1,0,35651.74591201492,-47.511835042443444,52639.509032297465,-135.46084878417642,0,0
14.8,2096,84398374,35605,52535,-1,1,0,35659.53828831022,-52.758694452298506,52664.15967868807,-135.1993469270294,0,0
14.84,2097,84438374,35632,52596,-1,1,0,35667.83670058973,-38.47642856620906,52690.07669193186,-90.6248342878192,0,0
14.88,2098,84478374,35662,52709,-1,1,0,35676.56702392833,-11.529706733316246,52717.02196078426,-3.55600814974224,0,0
14.92,2099,84518374,35698,52820,-1,1,0,35685.64689474253,10.699878576928882,52744.73894187446,68.86379167608828,0,0
14.96,2100,84558374,35715,52858,-1,1,0,35694.99056731638,20.15837326784513,52772.9684671259,91.47437532939392,0,0
15.0,2101,84598374,35730,52913,-1,1,0,35704.513636123855,29.99327504632781,52801.46354334039,119.43939431645964,0,0
15.04,2102,84638374,35771,53037,-1,1,0,35714.13661079304,51.313187078816654,52829.99999521344,195.0332945935544,0,0
15.08,2103,84678374,35804,53158,-1,1,0,35723.788664828615,86.53472599261175,52858.38830799196,318.4237438420772,0,0
15.12,2104,84718374,35850,53290,-1,1,0,35733.41308163339,117.9585552335957,52886.49184777179,406.0849180932688,1,1
15.16,2105,84758374,35834,53197,-1,1,0,35742.97338084336,84.53317807263912,52914.24658505143,262.11251006266184,0,0
15.2,2106,84798374,35730,52840,-1,1,0,35752.45531282394,-17.49677301946791,52941.66457066357,-80.30748454039016,0,0
15.24,2107,84838374,35672,52673,-1,1,0,35761.85893323251,-87.2190558276803,52968.80341270918,-295.9339373669221,0,0
15.28,2108,84878374,35698,52736,-1,1,0,35771.18294000071,-78.44784790337049,52995.71259723679,-271.1822510708946,0,0
15.32,2109,84918374,35734,52851,-1,1,0,35780.41228896654,-44.64864970608705,53022.39289964137,-167.56475748716792,0,0
15.36,2110,84958374,35771,52973,-1,1,0,35789.51587407949,-18.649250311060463,53048.78862056549,-75.65751616210004,0,0
15.4,2111,84998374,35799,53070,-1,1,0,35798.45108006282,0.8148259019386934,53074.80221249976,-6.943658007882696,0,0
15.44,2112,85038374,35814,53106,-1,1,0,35807.1696371157,4.32625561841316,53100.313980912935,3.2863608794420998,0,0
15.48,2113,85078374,35811,53098,-1,1,0,35815.621795104045,-2.8641844281070856,53125.19627497089,-27.99632534779297,0,0
15.52,2114,85118374,35826,53126,-1,1,0,35823.75793576741,2.8126081884534706,53149.318420193864,-18.349138532163845,0,0
15.56,2115,85158374,35855,53231,-1,1,0,35831.52895128471,20.843187536271238,53172.54692101724,54.218976130885764,0,0
15.6,2116,85198374,35874,53325,-1,1,0,35838.887783055514,37.699437986572704,53194.75017850155,130.86566673615502,0,0
15.64,2117,85238374,35900,53390,-1,1,0,35845.79269684609,53.75791261587941,53215.811093251185,180.10740106541223,0,0
15.68,2118,85278374,35918,53453,-1,1,0,35852.21119329088,65.16392666725167,53235.64243033073,211.59487200863433,0,0
15.72,2119,85318374,35933,53504,-1,1,0,35858.12373334172,73.48660376176022,53254.199944327396,251.7904299676837,0,0
15.76,2120,85358374,35951,53577,-1,1,0,35863.52697299392,92.76201044849853,53271.49322211232,315.0461698660383,1,1
15.8,2121,85398374,35962,53578,-1,1,0,35868.43652744939,88.30760794963925,53287.595381096115,280.07374544687286,0,0
15.84,2122,85438374,35887,53333,-1,1,0,35872.888043140614,10.007925170552255,53302.64599471288,18.8661845457751,0,0
15.88,2123,85478374,35783,53006,-1,1,0,35876.93202997985,-86.61068615233243,53316.83202892325,-293.0951321298406,0,0
15.92,2124,85518374,35773,52949,-1,1,0,35880.61998574189,-114.68305585951796,53330.340834807255,-396.69881875227765,0,0
15.96,2125,85558374,35798,53033,-1,1,0,35883.98883638303,-88.26831085028596,53343.30823455671,-320.77958107267534,0,0
16.0,2126,85598374,35835,53148,-1,1,0,35887.05352055204,-51.071906045632964,53355.79249412738,-201.68899049451463,0,0
16.04,2127,85638374,35875,53288,-1,1,0,35889.80918271489,-17.66635164858574,53367.7796667393,-93.56770255713732,0,0
16.08,2128,85678374,35888,53329,-1,1,0,35892.23800426326,-8.343290222433433,53379.20506310044,-50.79847946375815,0,0
16.12,2129,85718374,35872,53315,-1,1,0,35894.31554968223,-20.909074369691172,53389.974288569145,-85.36382795015915,0,0
16.16,2130,85758374,35876,53288,-1,1,0,35896.01352927558,-23.317913773950256,53399.97352025842,-109.09988193910728,0,0
16.2,2131,85798374,35890,53361,-1,1,0,35897.29968926724,-8.205386555283347,53409.0697201611,-55.04648422391914,0,0
16.24,2132,85838374,35911,53467,-1,1,0,35898.13817357041,10.05758900457165,53417.11160773738,43.14389666970753,0,0
16.28,2133,85878374,35926,53552,-1,1,0,35898.4920730262,28.83533332592831,53423.94032435571,133.3518463246304,0,0
16.32,2134,85918374,35950,53632,-1,1,0,35898.32745007379,47.51286378426056,53429.40813407893,191.3586241835809,0,0
16.36,2135,85958374,35960,53658,-1,1,0,35897.6178605452,62.423952009773146,53433.3979285361,223.40639541973692,0,0
16.4,2136,85998374,35974,53697,-1,1,0,35896.3487694913,76.82462186927035,53435.838619527116,266.8235589444249,1,1
16.44,2137,86038374,35966,53691,-1,1,0,35894.521162075194,71.35492828186113,53436.71528738963,247.04109926787888,0,0
16.48,2138,86078374,35907,53479,-1,1,0,35892.15275463509,7.670469576714197,53436.071422527355,23.21200247120268,0,0
16.52,2139,86118374,35805,53150,-1,1,0,35889.27343699673,-81.77305516803527,53433.992546961636,-267.93854732562886,0,0
16.56,2140,86158374,35777,53099,-1,1,0,35885.913203068565,-108.26680256974007,53430.56525339156,-340.1280103669427,0,0
16.6,2141,86198374,35820,53228,-1,1,0,35882.08837639703,-69.54508529204445,53425.83223260574,-215.10178148008814,0,0
16.64,2142,86238374,35845,53324,-1,1,0,35877.7955880836,-32.597461172515516,53419.77398155366,-90.85736679644332,0,0
16.68,2143,86278374,35863,53405,-1,1,0,35873.015274158555,-9.05955908715887,53412.32105355016,-15.156604192609013,0,0
16.72,2144,86318374,35887,53438,-1,1,0,35867.71886449262,15.293848666098233,53403.37748888702,30.39475176252473,0,0
16.76,2145,86358374,35890,53437,-1,1,0,35861.87546834911,27.64139736470664,53392.84039948554,39.48204557215628,0,0
16.8,2146,86398374,35883,53423,-1,1,0,35855.457060178,28.548137143892326,53380.61162429507,40.926394883959894,0,0
16.84,2147,86438374,35887,53443,-1,1,0,35848.44164004923,35.64884641307331,53366.60306219016,74.98134765930354,0,0
16.88,2148,86478374,35890,53488,-1,1,0,35840.81504905888,52.847432662956734,53350.740845258224,134.09766661096597,0,0
16.92,2149,86518374,35906,53517,-1,1,0,35832.57315275746,69.37653376819446,53332.973121304305,185.2690502038783,0,0
16.96,2150,86558374,35895,53526,-1,1,0,35823.72500691,75.89677831682296,53313.28125943691,212.67479242375785,0,0
17.0,2151,86598374,35901,53538,-1,1,0,35814.296081842804,81.73922962441634,53291.69091812946,239.39568660117834,0,0
17.04,2152,86638374,35899,53554,-1,1,0,35804.33083766327,102.55204383177573,53268.28134961646,303.32686315506317,0,1
17.08,2153,86678374,35901,53543,-1,1,0,35793.89511367132,104.09366004389592,53243.19377907314,293.8402844224637,1,0
17.12,2154,86718374,35826,53297,-1,1,0,35783.077584143204,35.4863414651939,53216.63510878691,53.75987149552083,0,0
17.16,2155,86758374,35708,52936,-1,1,0,35771.985970894675,-48.283432508126396,53188.863265026506,-205.8651741539765,0,0
17.2,2156,86798374,35704,52992,-1,1,0,35760.73532738756,-68.5327973268919,53160.14851293224,-193.43952886603907,0,0
17.24,2157,86838374,35688,53076,-1,1,0,35749.43454185514,-57.87798354982227,53130.73568501286,-59.352978664533225,0,0
17.28,2158,86878374,35685,53079,-1,1,0,35738.17914808202,-52.16445428424275,53100.835446137535,-4.760752591259774,0,0
17.32,2159,86918374,35692,53102,-1,1,0,35727.05046444619,-34.18647609016587,53070.63793870861,26.927424535688004,0,0
17.36,2160,86958374,35706,53102,-1,1,0,35716.11771586409,-11.937147216111413,53040.32811934523,61.75224066918673,0,0
17.4,2161,86998374,35701,53066,-1,1,0,35705.44183324956,-0.9000025546689017,53010.09640780415,66.09980910018379,0,0
17.44,2162,87038374,35703,53040,-1,1,0,35695.07961225129,8.068638973110298,52980.145086131924,58.24593346475354,0,0
